1.2272033559e-02 2.6894733546e-05 1.9002835532e-05
3.6816100678e-02 8.2627044015e-05 2.6393302442e-05
6.1360167797e-02 1.4138847093e-04 2.9425825078e-05
8.5904234916e-02 1.9665583826e-04 4.0875317242e-05
1.1044830204e-01 2.5283445224e-04 5.5829685150e-05
1.3499236915e-01 3.1203852299e-04 7.5669625489e-05
1.5953643627e-01 3.7569117438e-04 1.2722047471e-04
1.8408050339e-01 4.3203517112e-04 1.0488801165e-04
2.0862457051e-01 4.9301850189e-04 1.0742220753e-04
2.3316863763e-01 5.5604108761e-04 7.5608144834e-05
2.5771270475e-01 6.2379144757e-04 1.3786672519e-04
2.8225677187e-01 6.9919710913e-04 1.6644689973e-04
3.0680083899e-01 7.7337855240e-04 1.2972260674e-04
3.3134490611e-01 8.4299489015e-04 8.7988208612e-05
3.5588897322e-01 9.2775132951e-04 3.3705349756e-04
3.8043304034e-01 1.0128861090e-03 4.1927114936e-04
4.0497710746e-01 1.1003666446e-03 3.9742718607e-04
4.2952117458e-01 1.1934583091e-03 4.7180328952e-04
4.5406524170e-01 1.2946041546e-03 4.6812770547e-04
4.7860930882e-01 1.3842287250e-03 5.8249958200e-04
5.0315337594e-01 1.4869406144e-03 5.4851849700e-04
5.2769744306e-01 1.6275183718e-03 5.7865230810e-04
5.5224151018e-01 1.7497775290e-03 6.0964253801e-04
5.7678557729e-01 1.8963750594e-03 7.5173598438e-04
6.0132964441e-01 2.0330301323e-03 6.2261897125e-04
6.2587371153e-01 2.1978516227e-03 7.0997597780e-04
6.5041777865e-01 2.3738096212e-03 7.2895854991e-04
6.7496184577e-01 2.5508319046e-03 1.0080808720e-03
6.9950591289e-01 2.7839364750e-03 9.3614161970e-04
7.2404998001e-01 3.0282430237e-03 8.4516741624e-04
7.4859404713e-01 3.3007684777e-03 1.0838554763e-03
7.7313811425e-01 3.6262986989e-03 1.2759214510e-03
7.9768218136e-01 3.9193713938e-03 1.3544958172e-03
8.2222624848e-01 4.2643633303e-03 1.0409364939e-03
8.4677031560e-01 4.6607356540e-03 1.3134645740e-03
8.7131438272e-01 5.1900177235e-03 1.1393608585e-03
8.9585844984e-01 5.7801784276e-03 1.3546741357e-03
9.2040251696e-01 6.4949335286e-03 2.0507926736e-03
9.4494658408e-01 7.1601353067e-03 2.6124553473e-03
9.6949065120e-01 8.0361725468e-03 3.2061976124e-03
9.9403471832e-01 9.1377863288e-03 2.7437709699e-03
1.0185787854e+00 1.0370601630e-02 2.8743743843e-03
1.0431228526e+00 1.1891555393e-02 3.2884613892e-03
1.0676669197e+00 1.3807577280e-02 4.7358078929e-03
1.0922109868e+00 1.5942383924e-02 4.4558845245e-03
1.1167550539e+00 1.9242494936e-02 6.2727193696e-03
1.1412991210e+00 2.3233907353e-02 6.5301432790e-03
1.1658431881e+00 2.9124550865e-02 4.8530503128e-03
1.1903872553e+00 3.6781623536e-02 7.5177421791e-03
1.2149313224e+00 4.7193679457e-02 7.1528390091e-03
1.2394753895e+00 6.3920137469e-02 8.4612621878e-03
1.2640194566e+00 8.8452854432e-02 1.6129217733e-02
1.2885635237e+00 1.2974206775e-01 1.9986655825e-02
1.3131075909e+00 1.9812975290e-01 3.4993595894e-02
1.3376516580e+00 3.0849170908e-01 5.7059274939e-02
1.3621957251e+00 4.7743043017e-01 8.2474536968e-02
1.3867397922e+00 6.7885240076e-01 9.5671571988e-02
1.4112838593e+00 8.0147304530e-01 7.1778035976e-02
1.4358279265e+00 8.0012304608e-01 1.2311898725e-01
1.4603719936e+00 6.8229741805e-01 8.3538450029e-02
1.4849160607e+00 5.4612010480e-01 9.7432950657e-02
1.5094601278e+00 4.3032519454e-01 6.6002471587e-02
1.5340041949e+00 3.3273204911e-01 4.4570984160e-02
1.5585482621e+00 2.4772878487e-01 3.0553630401e-02
1.5830923292e+00 1.8621248658e-01 2.6492403312e-02
1.6076363963e+00 1.3874172437e-01 2.0585596781e-02
1.6321804634e+00 1.0393958371e-01 2.3538149853e-02
1.6567245305e+00 7.7155552738e-02 1.9484166119e-02
1.6812685976e+00 5.8950149793e-02 1.4599039406e-02
1.7058126648e+00 4.5456079290e-02 9.6853760618e-03
1.7303567319e+00 3.5271332256e-02 6.7207841323e-03
1.7549007990e+00 2.8279283602e-02 3.5155292734e-03
1.7794448661e+00 2.3045452006e-02 3.2486833115e-03
1.8039889332e+00 1.8972005316e-02 2.4765289656e-03
1.8285330004e+00 1.5728117803e-02 2.4692680913e-03
1.8530770675e+00 1.3480469474e-02 1.7050359588e-03
1.8776211346e+00 1.1435624548e-02 1.2805101515e-03
1.9021652017e+00 9.8841285435e-03 1.0018627338e-03
1.9267092688e+00 8.8071764171e-03 1.1583281642e-03
1.9512533360e+00 7.8123095183e-03 9.3005369630e-04
1.9757974031e+00 6.9476129093e-03 1.1380032155e-03
2.0003414702e+00 6.3020137202e-03 1.6129374330e-03
2.0248855373e+00 5.5880521790e-03 6.3360983439e-04
2.0494296044e+00 5.1852344820e-03 6.5412932868e-04
2.0739736715e+00 4.6769228475e-03 1.2041588061e-03
2.0985177387e+00 4.2658918066e-03 8.3544296021e-04
2.1230618058e+00 3.9607296910e-03 9.0696990048e-04
2.1476058729e+00 3.6759138353e-03 1.3472510357e-03
2.1721499400e+00 3.3985536443e-03 2.1025405361e-03
2.1966940071e+00 3.1762605963e-03 2.4303687788e-03
2.2212380743e+00 2.9262998725e-03 2.4335244128e-03
2.2457821414e+00 2.7314258200e-03 2.1449220427e-03
2.2703262085e+00 2.5528293394e-03 2.2195578311e-03
2.2948702756e+00 2.4429603547e-03 2.3466432453e-03
2.3194143427e+00 2.2315890424e-03 2.0868738909e-03
2.3439584099e+00 2.1175328581e-03 1.6438202843e-03
2.3685024770e+00 2.0233520234e-03 1.4230065400e-03
2.3930465441e+00 1.8945013709e-03 1.3373854326e-03
2.4175906112e+00 1.7736671180e-03 1.3056546755e-03
2.4421346783e+00 1.7193934048e-03 1.2557623525e-03
2.4666787455e+00 1.6062693213e-03 1.3344714492e-03
2.4912228126e+00 1.5293307800e-03 1.3405974221e-03
2.5157668797e+00 1.4522453482e-03 1.1562471427e-03
2.5403109468e+00 1.3881629644e-03 1.2310543375e-03
2.5648550139e+00 1.3183274402e-03 1.4668167414e-03
2.5893990810e+00 1.2740930817e-03 1.4386483566e-03
2.6139431482e+00 1.2009476933e-03 1.5548379718e-03
2.6384872153e+00 1.1506313334e-03 1.5242876255e-03
2.6630312824e+00 1.1063903444e-03 1.4418009882e-03
2.6875753495e+00 1.0539043696e-03 1.5561431008e-03
2.7121194166e+00 1.0117519871e-03 1.5480915418e-03
2.7366634838e+00 9.6584709018e-04 1.6449237722e-03
2.7612075509e+00 9.3770313616e-04 1.5799571762e-03
2.7857516180e+00 8.8815753279e-04 1.5773840504e-03
2.8102956851e+00 8.7193915662e-04 1.6324016122e-03
2.8348397522e+00 8.3121162529e-04 1.6933465712e-03
2.8593838194e+00 8.0299443215e-04 1.7397419230e-03
2.8839278865e+00 7.6925683524e-04 1.7403669171e-03
2.9084719536e+00 7.5430324509e-04 1.6305807639e-03
2.9330160207e+00 7.2224263974e-04 1.6719499072e-03
2.9575600878e+00 6.9437631160e-04 1.5571212991e-03
2.9821041549e+00 6.7711305095e-04 1.5403427614e-03
