# COMMENT
# # cutUV cutIR samples
# 100.000000 0.000100 500# UV PARAMS
# beta gam massSq(UV) lam(UV)
# 0.500000 0.030000 1.000000 4.000000
# IR PARAMS
# massSq(IR) lam(IR) mu6(UR) mu8(UR) mu10(UR)
# 2.406058 1.674930 3.845868 0.000000 0.000000
# LATTICE PARAMS
# pos_count extent
# 320 8.000000
# Spectral function (PDE)
# p rho
0.000000 0.000072
0.025000 0.000207
0.050000 0.000343
0.075000 0.000480
0.100000 0.000618
0.125000 0.000759
0.150000 0.000902
0.175000 0.001049
0.200000 0.001200
0.225000 0.001355
0.250000 0.001516
0.275000 0.001684
0.300000 0.001859
0.325000 0.002042
0.350000 0.002234
0.375000 0.002437
0.400000 0.002652
0.425000 0.002881
0.450000 0.003125
0.475000 0.003386
0.500000 0.003666
0.525000 0.003969
0.550000 0.004296
0.575000 0.004651
0.600000 0.005039
0.625000 0.005463
0.650000 0.005929
0.675000 0.006443
0.700000 0.007012
0.725000 0.007644
0.750000 0.008350
0.775000 0.009141
0.800000 0.010030
0.825000 0.011036
0.850000 0.012177
0.875000 0.013477
0.900000 0.014965
0.925000 0.016674
0.950000 0.018645
0.975000 0.020928
1.000000 0.023579
1.025000 0.026669
1.050000 0.030279
1.075000 0.034504
1.100000 0.039453
1.125000 0.045248
1.150000 0.052022
1.175000 0.059912
1.200000 0.069047
1.225000 0.079530
1.250000 0.091417
1.275000 0.104685
1.300000 0.119198
1.325000 0.134686
1.350000 0.150734
1.375000 0.166808
1.400000 0.182299
1.425000 0.196605
1.450000 0.209205
1.475000 0.219716
1.500000 0.227910
1.525000 0.233694
1.550000 0.237059
1.575000 0.238028
1.600000 0.236615
1.625000 0.232806
1.650000 0.226573
1.675000 0.217918
1.700000 0.206932
1.725000 0.193848
1.750000 0.179073
1.775000 0.163165
1.800000 0.146772
1.825000 0.130539
1.850000 0.115023
1.875000 0.100635
1.900000 0.087622
1.925000 0.076084
1.950000 0.066006
1.975000 0.057299
2.000000 0.049829
2.025000 0.043449
2.050000 0.038009
2.075000 0.033372
2.100000 0.029414
2.125000 0.026028
2.150000 0.023123
2.175000 0.020622
2.200000 0.018461
2.225000 0.016588
2.250000 0.014957
2.275000 0.013533
2.300000 0.012284
2.325000 0.011185
2.350000 0.010215
2.375000 0.009356
2.400000 0.008592
2.425000 0.007912
2.450000 0.007303
2.475000 0.006758
2.500000 0.006267
2.525000 0.005825
2.550000 0.005425
2.575000 0.005063
2.600000 0.004734
2.625000 0.004434
2.650000 0.004160
2.675000 0.003910
2.700000 0.003680
2.725000 0.003469
2.750000 0.003275
2.775000 0.003096
2.800000 0.002930
2.825000 0.002777
2.850000 0.002634
2.875000 0.002502
2.900000 0.002379
2.925000 0.002264
2.950000 0.002157
2.975000 0.002056
3.000000 0.001963
3.025000 0.001875
3.050000 0.001792
3.075000 0.001715
3.100000 0.001642
3.125000 0.001573
3.150000 0.001509
3.175000 0.001448
3.200000 0.001390
3.225000 0.001336
3.250000 0.001285
3.275000 0.001237
3.300000 0.001191
3.325000 0.001147
3.350000 0.001106
3.375000 0.001068
3.400000 0.001031
3.425000 0.000996
3.450000 0.000963
3.475000 0.000931
3.500000 0.000902
3.525000 0.000873
3.550000 0.000846
3.575000 0.000821
3.600000 0.000796
3.625000 0.000773
3.650000 0.000751
3.675000 0.000730
3.700000 0.000710
3.725000 0.000692
3.750000 0.000674
3.775000 0.000657
3.800000 0.000641
3.825000 0.000625
3.850000 0.000611
3.875000 0.000597
3.900000 0.000584
3.925000 0.000572
3.950000 0.000561
3.975000 0.000550
4.000000 0.000540
4.025000 0.000530
4.050000 0.000521
4.075000 0.000513
4.100000 0.000505
4.125000 0.000498
4.150000 0.000492
4.175000 0.000485
4.200000 0.000480
4.225000 0.000474
4.250000 0.000469
4.275000 0.000465
4.300000 0.000461
4.325000 0.000456
