0.0000000000e+00 0.0000000000e+00
3.9272362693e-03 5.2537671458e-04
7.8544725385e-03 5.3004392527e-04
1.1781708808e-02 4.7942788797e-04
1.5708945077e-02 5.1940775958e-04
1.9636181346e-02 5.3812247194e-04
2.3563417616e-02 5.1041701754e-04
2.7490653885e-02 5.1867418249e-04
3.1417890154e-02 5.4521639850e-04
3.5345126423e-02 5.5712396476e-04
3.9272362693e-02 5.7760606448e-04
4.3199598962e-02 5.7683078740e-04
4.7126835231e-02 6.1301055678e-04
5.1054071500e-02 6.4116432602e-04
5.4981307770e-02 6.2321360427e-04
5.8908544039e-02 5.9202829351e-04
6.2835780308e-02 6.9129627364e-04
6.6763016577e-02 7.1113203386e-04
7.0690252847e-02 7.0947623305e-04
7.4617489116e-02 7.1459449921e-04
7.8544725385e-02 7.0850939740e-04
8.2471961654e-02 7.1957861874e-04
8.6399197924e-02 7.5864429645e-04
9.0326434193e-02 7.9551093638e-04
9.4253670462e-02 8.3904141671e-04
9.8180906731e-02 8.3671965606e-04
1.0210814300e-01 8.1817712310e-04
1.0603537927e-01 9.1368836788e-04
1.0996261554e-01 9.6090583265e-04
1.1388985181e-01 8.8555916988e-04
1.1781708808e-01 9.9546512190e-04
1.2174432435e-01 1.0343251341e-03
1.2567156062e-01 1.0815589325e-03
1.2959879689e-01 1.0023950158e-03
1.3352603315e-01 1.0412134335e-03
1.3745326942e-01 1.1390972729e-03
1.4138050569e-01 1.1514849574e-03
1.4530774196e-01 1.1376926723e-03
1.4923497823e-01 1.1435698509e-03
1.5316221450e-01 1.1786914608e-03
1.5708945077e-01 1.2078144582e-03
1.6101668704e-01 1.2767088708e-03
1.6494392331e-01 1.3090840750e-03
1.6887115958e-01 1.3680724200e-03
1.7279839585e-01 1.3686281494e-03
1.7672563212e-01 1.3331062999e-03
1.8065286839e-01 1.3705681124e-03
1.8458010465e-01 1.5077480581e-03
1.8850734092e-01 1.4876465676e-03
1.9243457719e-01 1.5013943084e-03
1.9636181346e-01 1.5219842434e-03
2.0028904973e-01 1.5603810405e-03
2.0421628600e-01 1.6259215295e-03
2.0814352227e-01 1.6164886503e-03
2.1207075854e-01 1.8042325463e-03
2.1599799481e-01 1.8013764900e-03
2.1992523108e-01 1.8408746484e-03
2.2385246735e-01 1.7800960173e-03
2.2777970362e-01 1.7905598918e-03
2.3170693989e-01 1.8002967924e-03
2.3563417616e-01 1.8578272785e-03
2.3956141242e-01 1.8674181120e-03
2.4348864869e-01 1.9900909227e-03
2.4741588496e-01 2.0057103369e-03
2.5134312123e-01 2.2078288041e-03
2.5527035750e-01 2.2187366201e-03
2.5919759377e-01 2.1193453934e-03
2.6312483004e-01 2.1715952634e-03
2.6705206631e-01 2.1896822389e-03
2.7097930258e-01 2.1901982712e-03
2.7490653885e-01 2.2414997018e-03
2.7883377512e-01 2.3658422310e-03
2.8276101139e-01 2.3749656885e-03
2.8668824766e-01 2.4943782219e-03
2.9061548392e-01 2.5343377536e-03
2.9454272019e-01 2.4410143289e-03
2.9846995646e-01 2.5251543201e-03
3.0239719273e-01 2.6925204992e-03
3.0632442900e-01 2.6647947016e-03
3.1025166527e-01 2.6412946675e-03
3.1417890154e-01 2.7563739846e-03
3.1810613781e-01 2.8005375809e-03
3.2203337408e-01 2.7607573326e-03
3.2596061035e-01 2.8992939456e-03
3.2988784662e-01 2.8535282295e-03
3.3381508289e-01 2.9158215085e-03
3.3774231916e-01 3.2215642968e-03
3.4166955543e-01 3.2407406174e-03
3.4559679169e-01 3.1040175536e-03
3.4952402796e-01 3.0933496552e-03
3.5345126423e-01 2.9871499672e-03
3.5737850050e-01 3.0903791723e-03
3.6130573677e-01 3.3369080097e-03
3.6523297304e-01 3.4885639335e-03
3.6916020931e-01 3.4466574064e-03
3.7308744558e-01 3.4720366562e-03
3.7701468185e-01 3.5962718287e-03
3.8094191812e-01 3.5396590472e-03
3.8486915439e-01 3.4248938841e-03
3.8879639066e-01 3.8155974066e-03
3.9272362693e-01 3.7294100382e-03
3.9665086319e-01 3.6792715732e-03
4.0057809946e-01 3.6677445282e-03
4.0450533573e-01 3.8005239335e-03
4.0843257200e-01 3.9764373921e-03
4.1235980827e-01 4.1239151374e-03
4.1628704454e-01 4.0532067267e-03
4.2021428081e-01 4.1895705641e-03
4.2414151708e-01 4.2509704282e-03
4.2806875335e-01 4.3882882049e-03
4.3199598962e-01 4.5453203946e-03
4.3592322589e-01 4.7917773787e-03
4.3985046216e-01 4.5020003988e-03
4.4377769843e-01 4.6692062853e-03
4.4770493469e-01 4.8226785616e-03
4.5163217096e-01 5.0149266757e-03
4.5555940723e-01 5.2911282873e-03
4.5948664350e-01 5.1113218889e-03
4.6341387977e-01 5.0806139151e-03
4.6734111604e-01 5.2135861802e-03
4.7126835231e-01 5.2602935249e-03
4.7519558858e-01 5.2678887366e-03
4.7912282485e-01 5.2920740017e-03
4.8305006112e-01 5.1635915201e-03
4.8697729739e-01 5.3270873119e-03
4.9090453366e-01 5.5287552768e-03
4.9483176993e-01 5.8089217279e-03
4.9875900620e-01 5.8194013473e-03
5.0268624246e-01 6.0532821400e-03
5.0661347873e-01 6.0926920620e-03
5.1054071500e-01 6.0804643068e-03
5.1446795127e-01 5.7658540403e-03
5.1839518754e-01 6.1812280528e-03
5.2232242381e-01 6.6520443680e-03
5.2624966008e-01 6.4940366098e-03
5.3017689635e-01 6.6461096095e-03
5.3410413262e-01 6.6484969037e-03
5.3803136889e-01 6.5641201099e-03
5.4195860516e-01 7.1096356879e-03
5.4588584143e-01 7.2343603762e-03
5.4981307770e-01 6.8924178688e-03
5.5374031396e-01 7.4159761100e-03
5.5766755023e-01 8.0512690572e-03
5.6159478650e-01 7.7339226503e-03
5.6552202277e-01 7.6850051242e-03
5.6944925904e-01 7.9231692749e-03
5.7337649531e-01 8.2106692336e-03
5.7730373158e-01 8.2507025268e-03
5.8123096785e-01 8.4426054939e-03
5.8515820412e-01 8.8966830099e-03
5.8908544039e-01 9.3157312175e-03
5.9301267666e-01 9.0810222650e-03
5.9693991293e-01 9.1982422830e-03
6.0086714920e-01 9.3138769804e-03
6.0479438547e-01 9.3644675874e-03
