0.0000000000e+00 0.0000000000e+00
3.9272362693e-03 2.0017640395e-04
7.8544725385e-03 2.2099241272e-04
1.1781708808e-02 2.1665247658e-04
1.5708945077e-02 2.3143963768e-04
1.9636181346e-02 2.1041288646e-04
2.3563417616e-02 2.3021030151e-04
2.7490653885e-02 2.2103784858e-04
3.1417890154e-02 2.2610855857e-04
3.5345126423e-02 2.1665497972e-04
3.9272362693e-02 2.3241256653e-04
4.3199598962e-02 2.2906001049e-04
4.7126835231e-02 2.3917464539e-04
5.1054071500e-02 2.3046625254e-04
5.4981307770e-02 2.4761597105e-04
5.8908544039e-02 2.5208904776e-04
6.2835780308e-02 2.6054828077e-04
6.6763016577e-02 2.4587052125e-04
7.0690252847e-02 2.6067389908e-04
7.4617489116e-02 2.5453240408e-04
7.8544725385e-02 2.7766468675e-04
8.2471961654e-02 2.9524358190e-04
8.6399197924e-02 3.0731883095e-04
9.0326434193e-02 2.9084951870e-04
9.4253670462e-02 3.0555863336e-04
9.8180906731e-02 3.0100644830e-04
1.0210814300e-01 3.2512034837e-04
1.0603537927e-01 3.3966436703e-04
1.0996261554e-01 3.3737203850e-04
1.1388985181e-01 3.2822464649e-04
1.1781708808e-01 3.4854792885e-04
1.2174432435e-01 3.4076870464e-04
1.2567156062e-01 3.7463028869e-04
1.2959879689e-01 3.5727948691e-04
1.3352603315e-01 3.8034003722e-04
1.3745326942e-01 3.7460603343e-04
1.4138050569e-01 4.0553545970e-04
1.4530774196e-01 4.1884603342e-04
1.4923497823e-01 4.0178719809e-04
1.5316221450e-01 3.9162442164e-04
1.5708945077e-01 4.3027763073e-04
1.6101668704e-01 4.3897662886e-04
1.6494392331e-01 4.4508076521e-04
1.6887115958e-01 4.5309080076e-04
1.7279839585e-01 4.5741609534e-04
1.7672563212e-01 4.6765463863e-04
1.8065286839e-01 4.9541484085e-04
1.8458010465e-01 4.9842891075e-04
1.8850734092e-01 4.8811238635e-04
1.9243457719e-01 4.9440980285e-04
1.9636181346e-01 5.1303533885e-04
