3.0679630387e-03 1.1482497902e-05 1.2334281320e-05
9.2038891161e-03 3.2696192369e-05 2.2746838092e-05
1.5339815193e-02 5.1676484207e-05 3.5211518692e-05
2.1475741271e-02 7.1305707646e-05 5.0854514016e-05
2.7611667348e-02 9.4089346629e-05 5.5316542843e-05
3.3747593426e-02 1.0810767185e-04 6.8637498204e-05
3.9883519503e-02 1.3771832087e-04 9.0100697751e-05
4.6019445580e-02 1.6228625475e-04 1.0396180054e-04
5.2155371658e-02 1.9101244236e-04 1.2089291296e-04
5.8291297735e-02 2.1131377654e-04 1.3934686787e-04
6.4427223812e-02 2.3543722593e-04 1.4126252715e-04
7.0563149890e-02 2.4455412662e-04 1.5895050492e-04
7.6699075967e-02 2.6894786470e-04 1.8567684477e-04
8.2835002045e-02 2.8879466219e-04 1.8248236230e-04
8.8970928122e-02 3.0411414660e-04 1.9091576586e-04
9.5106854199e-02 3.3920166065e-04 2.2584136935e-04
1.0124278028e-01 3.3935688972e-04 2.1234883062e-04
1.0737870635e-01 4.0401954820e-04 2.4456143821e-04
1.1351463243e-01 4.0352694542e-04 2.9322297806e-04
1.1965055851e-01 4.3487558715e-04 2.9328312956e-04
1.2578648459e-01 4.2963079767e-04 2.9036528512e-04
1.3192241066e-01 4.6461687568e-04 2.9633439616e-04
1.3805833674e-01 4.9417627822e-04 3.4050787805e-04
1.4419426282e-01 4.7382744718e-04 2.9663013836e-04
1.5033018890e-01 5.0790271928e-04 3.5855169514e-04
1.5646611497e-01 5.2837217089e-04 3.2920516680e-04
1.6260204105e-01 5.4227937174e-04 3.8751344267e-04
1.6873796713e-01 6.1882881482e-04 4.3675167308e-04
1.7487389321e-01 6.1568673882e-04 3.9315547199e-04
1.8100981928e-01 6.8421787816e-04 4.0351549908e-04
1.8714574536e-01 6.7792820622e-04 4.1542013324e-04
1.9328167144e-01 6.5819983283e-04 4.3485937865e-04
1.9941759751e-01 7.2008513644e-04 4.9210449961e-04
2.0555352359e-01 7.2324839071e-04 4.4894724131e-04
2.1168944967e-01 7.7630506123e-04 4.6051931412e-04
2.1782537575e-01 8.2584582752e-04 5.6484068140e-04
2.2396130182e-01 8.3916245894e-04 5.3473242153e-04
2.3009722790e-01 8.9839633225e-04 5.6463234445e-04
2.3623315398e-01 8.1693537496e-04 5.1444900739e-04
2.4236908006e-01 8.1316831254e-04 5.2680649270e-04
2.4850500613e-01 9.7191910248e-04 6.3974028070e-04
2.5464093221e-01 8.9608048050e-04 5.9906193413e-04
2.6077685829e-01 1.0050094978e-03 6.2403643288e-04
2.6691278437e-01 9.5192955152e-04 5.9982550419e-04
2.7304871044e-01 1.0235955176e-03 7.4579237144e-04
2.7918463652e-01 1.0506660076e-03 6.7515902795e-04
2.8532056260e-01 1.1621965965e-03 7.5647458742e-04
2.9145648868e-01 1.0760249481e-03 6.2782875580e-04
2.9759241475e-01 1.0970759008e-03 7.5489964189e-04
3.0372834083e-01 1.0871915303e-03 7.2573946728e-04
3.0986426691e-01 1.1310450314e-03 7.1975110761e-04
3.1600019299e-01 1.2457310334e-03 7.9724137751e-04
3.2213611906e-01 1.3079485854e-03 8.6060876619e-04
3.2827204514e-01 1.2787158870e-03 9.4387347657e-04
3.3440797122e-01 1.3435884977e-03 8.5401177429e-04
3.4054389729e-01 1.3461743028e-03 8.4111856371e-04
3.4667982337e-01 1.4303622083e-03 9.8622719860e-04
3.5281574945e-01 1.4279133524e-03 9.2619052495e-04
3.5895167553e-01 1.2960594959e-03 8.2187443486e-04
3.6508760160e-01 1.4951635888e-03 9.3591119375e-04
