1.2272033559e-02 7.0914838868e-05 4.4557241014e-04
3.6816100678e-02 2.3029928351e-04 6.1089953892e-04
6.1360167797e-02 3.7666533445e-04 1.0056725171e-03
8.5904234916e-02 5.4276605379e-04 1.8495005254e-03
1.1044830204e-01 7.1564603087e-04 2.5536726554e-03
1.3499236915e-01 8.2555070296e-04 2.3745275028e-03
1.5953643627e-01 9.8606025888e-04 2.0991643501e-03
1.8408050339e-01 1.1755420256e-03 1.7791816802e-03
2.0862457051e-01 1.3338635869e-03 1.3515832238e-03
2.3316863763e-01 1.5311552223e-03 2.6551328363e-03
2.5771270475e-01 1.7089529949e-03 2.9472717118e-03
2.8225677187e-01 1.9695898253e-03 2.0825823184e-03
3.0680083899e-01 2.1595153973e-03 2.5420289295e-03
3.3134490611e-01 2.4551912364e-03 3.1174488094e-03
3.5588897322e-01 2.6430830713e-03 4.4511531922e-03
3.8043304034e-01 2.9793736226e-03 3.5045936031e-03
4.0497710746e-01 3.3262251607e-03 4.8133132692e-03
4.2952117458e-01 3.7455242997e-03 6.1933609623e-03
4.5406524170e-01 3.9866392706e-03 5.8596354798e-03
4.7860930882e-01 4.5515438730e-03 6.4811303156e-03
5.0315337594e-01 5.0163945545e-03 5.2888204453e-03
5.2769744306e-01 5.3228074150e-03 8.8708296696e-03
5.5224151018e-01 5.9881610540e-03 1.1465785365e-02
5.7678557729e-01 6.4015708149e-03 7.5092375350e-03
6.0132964441e-01 7.3594685694e-03 5.8085324050e-03
6.2587371153e-01 8.1113392547e-03 8.7118401447e-03
6.5041777865e-01 9.4255699209e-03 1.0652974797e-02
6.7496184577e-01 1.0521232278e-02 1.0488934648e-02
6.9950591289e-01 1.1621012594e-02 1.5952375149e-02
7.2404998001e-01 1.3754632694e-02 1.6848846718e-02
7.4859404713e-01 1.5823951248e-02 1.8585789891e-02
7.7313811425e-01 1.7187992828e-02 1.7565610609e-02
7.9768218136e-01 2.1098240890e-02 1.3787084328e-02
8.2222624848e-01 2.5581314478e-02 1.7612752361e-02
8.4677031560e-01 3.0957698392e-02 1.4503119962e-02
8.7131438272e-01 3.8774404169e-02 1.2921275170e-02
8.9585844984e-01 4.5668660476e-02 1.2634939962e-02
9.2040251696e-01 6.0691679847e-02 1.9244703831e-02
9.4494658408e-01 7.9924888940e-02 4.9452098295e-02
9.6949065120e-01 1.1000663217e-01 5.4185023104e-02
9.9403471832e-01 1.6067909652e-01 5.6938781452e-02
1.0185787854e+00 2.3603264766e-01 1.0685088921e-01
1.0431228526e+00 3.6491407045e-01 1.1584451559e-01
1.0676669197e+00 5.4885938252e-01 1.3895543704e-01
1.0922109868e+00 7.7702459651e-01 2.5240913064e-01
1.1167550539e+00 9.3719148639e-01 3.6352660267e-01
1.1412991210e+00 9.6366552119e-01 3.4697840006e-01
1.1658431881e+00 8.9445802677e-01 3.2718749199e-01
1.1903872553e+00 7.1003435104e-01 1.8292530919e-01
1.2149313224e+00 5.9030119161e-01 1.5454318028e-01
1.2394753895e+00 4.5613748964e-01 1.6912452062e-01
1.2640194566e+00 3.3654059321e-01 1.4865769399e-01
1.2885635237e+00 2.5978373352e-01 9.0177259443e-02
1.3131075909e+00 1.9559178053e-01 6.9504651995e-02
1.3376516580e+00 1.4255759772e-01 7.9231693603e-02
